# LF noise: mean = 0.0022628192034284005 +- 0.00024368952720959624
,Mode,Design,Radius[cm],Thickness[cm],NPanels,Angle[deg],Length[cm],Height[cm],ZPosition[cm],Volume[cm3],Ge-77[nevents],Ge-77_err[nevents],Ge77-Eff,Ge77-Eff_err,Ge77-Rate[nucleus/(kg yr)],Ge77-Rate_err[nucleus/(kg yr)],Ge77-Rate_err_stat[nucleus/(kg yr)],nprimaries,total_neutrons
117,LF,4.0,212.0,5.8,120,38.0,88.9,300.0,42.0,20291035.85,40,6.324555320336759,0.0003710058897184993,5.867206265524805e-05,0.01345213905664072,0.0021446082699626778,0.0021506825066460334,50000,114428
118,LF,4.0,158.0,4.3,12,29.0,109.6,300.0,42.0,2408288.99,46,6.782329983125268,0.00039173273608284295,5.776915260880363e-05,0.014221759069737345,0.0021168351316469785,0.002095662892956496,50000,124471
119,LF,4.0,209.0,1.8,14,44.0,21.0,300.0,42.0,661326.56,77,8.774964387392123,0.0006386649414418898,7.280586303695575e-05,0.023173365971021688,0.0026827561398206023,0.0026117079813758135,50000,127869
120,LF,4.0,245.0,11.2,120,27.0,85.8,300.0,42.0,39213647.0,48,6.928203230275509,0.0004446956151159451,6.420055336673484e-05,0.016271397980725685,0.0023719299340254955,0.002348247805152977,50000,113522
121,LF,4.0,116.0,1.4,28,26.0,38.9,300.0,42.0,578703.49,73,8.54400374531753,0.0006063525815668816,7.098971436753055e-05,0.02198107225670368,0.0026114096637021213,0.002529870420277136,50000,127802
122,LF,4.0,178.0,1.1,5,-23.0,110.9,300.0,42.0,404684.0,83,9.1104335791443,0.0006881456547332814,7.555978321501221e-05,0.024949619891771323,0.0027853900551549704,0.00271953923337799,50000,128020
123,LF,4.0,150.0,11.6,16,14.0,91.4,300.0,42.0,6992510.39,30,5.477225575051661,0.00026104662292685476,4.76665950298595e-05,0.009464857765771374,0.0017387834266148526,0.0017143930493128394,50000,121975
124,LF,4.0,103.0,6.3,8,-29.0,6.7,300.0,42.0,574194.67,76,8.717797887081348,0.000630862455383083,7.238770913266066e-05,0.022847933683962002,0.00266188940189474,0.0026147440328808513,50000,128006
125,LF,4.0,232.0,2.3,5,24.0,64.5,300.0,42.0,1015852.08,66,8.12403840463596,0.000554225973044464,6.823940352973352e-05,0.020088960350833816,0.0025064582836748675,0.002479262922106862,50000,126430
126,LF,4.0,193.0,1.1,14,-4.0,50.8,300.0,42.0,495085.59,98,9.899494936611665,0.0008156742629800409,8.242914033982275e-05,0.02957734029406104,0.00304797894740394,0.003002101309292035,50000,127506
127,LF,4.0,96.0,7.0,6,-8.0,52.1,300.0,42.0,1123068.19,69,8.306623862918075,0.0005764507343481094,6.941651237028764e-05,0.020878078170119087,0.002549198097285547,0.0024999779931606453,50000,127181
128,LF,4.0,230.0,7.6,4,-32.0,74.7,300.0,42.0,3377055.71,52,7.211102550927978,0.0004429037450918599,6.143329857939095e-05,0.016056389591228924,0.002250554216901634,0.002240775206767054,50000,124629
129,LF,4.0,181.0,7.1,15,-44.0,48.8,300.0,42.0,3137555.41,63,7.937253933193772,0.0005378960579903179,6.778675712720008e-05,0.019524370471502846,0.0024918393736562843,0.002444231664093986,50000,124173
130,LF,4.0,180.0,3.9,30,-15.0,78.2,300.0,42.0,3573540.22,50,7.0710678118654755,0.000429608626541221,6.0768883830676064e-05,0.015578711925889449,0.0022259418212878753,0.0022160647023055967,50000,123510
131,LF,4.0,166.0,8.0,7,-31.0,69.4,300.0,42.0,2687757.75,50,7.0710678118654755,0.0004239623521431297,5.997003931230904e-05,0.015360940036935722,0.002194819714719813,0.002169414101092869,50000,125261
132,LF,4.0,216.0,2.6,12,22.0,88.5,300.0,42.0,1609004.91,58,7.615773105863909,0.0004903659990361771,6.440399508876294e-05,0.01781001726401799,0.0023665870242592533,0.0023369608487203535,50000,125322
133,LF,4.0,107.0,3.7,26,2.0,116.5,300.0,42.0,3647079.76,51,7.14142842854285,0.0004313480048040327,6.0413827519477976e-05,0.015628358370488434,0.0022114773986593645,0.0021826266168086896,50000,125580
134,LF,4.0,136.0,4.8,6,-22.0,59.0,300.0,42.0,1107657.06,72,8.48528137423857,0.0006012024048096192,7.087367799572479e-05,0.021790446720920398,0.0026061564302860335,0.0025698461504064817,50000,127154
135,LF,4.0,248.0,10.6,8,39.0,18.4,300.0,42.0,4922019.72,39,6.244997998398398,0.0003348588012054917,5.362929848929662e-05,0.01216124166415973,0.001963079967685271,0.0019259759074215887,50000,123410
136,LF,4.0,239.0,6.8,5,18.0,42.8,300.0,42.0,3017943.55,58,7.615773105863909,0.0004944670838377466,6.494275902168814e-05,0.0179309188328869,0.0023826560246716882,0.0023642736414655036,50000,124477
137,LF,4.0,100.0,2.6,8,27.0,96.4,300.0,42.0,773504.12,69,8.306623862918075,0.0005749041826362273,6.923022226491494e-05,0.020836301043299504,0.0025440957981441616,0.0024884613061287907,50000,127436
138,LF,4.0,221.0,5.1,16,-44.0,117.8,300.0,42.0,4521884.58,43,6.557438524302,0.000372059217983439,5.674905288069946e-05,0.013525821240569566,0.002081025868697436,0.0020890823935036493,50000,122340
139,LF,4.0,253.0,14.5,15,-5.0,33.4,300.0,42.0,8698567.09,56,7.483314773547883,0.0004912323792313968,6.565980904340869e-05,0.0178651704441178,0.0024149751304680445,0.0023565187015652835,50000,120627
140,LF,4.0,220.0,6.4,6,-7.0,90.3,300.0,42.0,3101420.66,67,8.18535277187245,0.0005709367623624852,6.977093589191078e-05,0.020727789945777404,0.002567321302668815,0.002520620232975331,50000,124390
141,LF,4.0,214.0,1.4,13,11.0,2.1,300.0,42.0,419596.74,92,9.591663046625438,0.0007637136405897198,7.965304978700909e-05,0.027680297931546208,0.0029405022782729613,0.0028717473008905343,50000,127903
142,LF,4.0,162.0,8.7,5,-37.0,35.1,300.0,42.0,2050873.03,59,7.681145747868608,0.0004960525983907717,6.459656326200757e-05,0.017995319947377304,0.0023713362193822692,0.0023279460253081527,50000,126170
143,LF,4.0,98.0,4.5,6,-42.0,71.2,300.0,42.0,873777.22,76,8.717797887081348,0.000632258493893714,7.25479468443791e-05,0.02290950007950087,0.002669064239960656,0.002604679840685124,50000,127662
144,LF,4.0,173.0,11.7,6,-14.0,9.0,300.0,42.0,2697378.24,62,7.874007874011811,0.0005223779994607711,6.63593978307935e-05,0.018949686440564467,0.002437418089610078,0.002411643533962572,50000,125908
145,LF,4.0,180.0,8.3,5,26.0,83.5,300.0,42.0,2888667.35,51,7.14142842854285,0.0004341497050335828,6.0806313769737806e-05,0.015753680289658435,0.002229214523434336,0.002194918698269699,50000,124581
146,LF,4.0,194.0,1.5,5,40.0,115.4,300.0,42.0,619867.37,75,8.660254037844387,0.0006234465789408058,7.201184731450203e-05,0.022606996780320115,0.00265078787592773,0.002557907597563538,50000,127668
147,LF,4.0,141.0,12.0,22,5.0,51.4,300.0,42.0,5835877.02,39,6.244997998398398,0.000336343173527205,5.386706804762659e-05,0.01218899555566887,0.0019675607272001652,0.0019725212896867486,50000,123129
148,LF,4.0,161.0,1.2,16,18.0,66.3,300.0,42.0,580251.98,82,9.055385138137417,0.0006840458811261731,7.556606263293671e-05,0.02480051403154115,0.002785021144172338,0.0027131161826780487,50000,127238
149,LF,4.0,123.0,3.8,24,7.0,69.7,300.0,42.0,2290877.73,44,6.6332495807108,0.0003711138476071591,5.595789807799346e-05,0.01347041769905022,0.0020492239414099216,0.0020100903195264534,50000,125700
150,LF,4.0,212.0,12.8,4,-16.0,17.9,300.0,42.0,4339213.07,44,6.6332495807108,0.000375519539817873,5.6622329085049813e-05,0.013612279964391131,0.0020708088728612446,0.002028780480446429,50000,124390
151,LF,4.0,201.0,8.5,4,7.0,16.6,300.0,42.0,2513369.88,52,7.211102550927978,0.0004394452848366024,6.095348488058503e-05,0.015943811028414457,0.002234771370234859,0.002196619828562051,50000,125509
152,LF,4.0,133.0,7.5,22,23.0,64.0,300.0,42.0,4098237.37,38,6.164414002968976,0.00032602913670916485,5.289753084719856e-05,0.01181876909055702,0.0019323411623330077,0.001946413212322123,50000,123730
153,LF,4.0,208.0,4.2,4,-2.0,112.6,300.0,42.0,1755787.09,64,8.0,0.0005396290050590219,6.747182314417636e-05,0.019563763513839504,0.0024777766132249596,0.0024414498749884992,50000,125890
154,LF,4.0,194.0,7.0,7,18.0,48.3,300.0,42.0,2486938.79,63,7.937253933193772,0.0005338259219088937,6.727369345244159e-05,0.019359111851971308,0.0024707427205039947,0.0024383836218743083,50000,125233
155,LF,4.0,227.0,9.9,5,25.0,109.2,300.0,42.0,5112582.51,49,7.0,0.000422071769428222,6.030869033153634e-05,0.01533031581667851,0.002212239921669204,0.0021989643112592504,50000,123001
156,LF,4.0,252.0,13.7,7,-35.0,38.6,300.0,42.0,7187442.35,46,6.782329983125268,0.00039983311313538696,5.8963960674454616e-05,0.0145069541497515,0.002159292792382973,0.002115281700353404,50000,122024
157,LF,4.0,173.0,12.9,18,-27.0,41.8,300.0,42.0,5712886.35,47,6.855654600401044,0.0004074555700043346,5.944561027728213e-05,0.01477039441556033,0.0021754327784332503,0.0021611111862941054,50000,122453
158,LF,4.0,234.0,13.1,33,-33.0,68.0,300.0,42.0,13844621.09,42,6.48074069840786,0.0003798086487855166,5.861687528037432e-05,0.01382582365033916,0.002151934853854922,0.0021373957242398407,50000,116902
159,LF,4.0,153.0,8.0,22,-18.0,38.3,300.0,42.0,3325171.57,49,7.0,0.00041819578390372964,5.975474551718787e-05,0.015160348735868093,0.0021877081016894342,0.0021510246630298806,50000,124380
160,LF,4.0,233.0,13.6,36,37.0,51.2,300.0,42.0,12716684.08,42,6.48074069840786,0.000376668101592768,5.813209506064699e-05,0.013704606196343344,0.0021330645340188977,0.0021068547623006406,50000,117936
161,LF,4.0,189.0,10.3,12,21.0,5.4,300.0,42.0,2770815.35,51,7.14142842854285,0.0004302054863852617,6.025377403422764e-05,0.015604128357510934,0.0022080480708226106,0.0022040702093944374,50000,125775
162,LF,4.0,169.0,9.5,13,9.0,37.6,300.0,42.0,3294946.0,56,7.483314773547883,0.0004771520837061084,6.377733953842062e-05,0.01730135290517348,0.0023387427510848926,0.002313692417014298,50000,124558
163,LF,4.0,196.0,11.4,9,43.0,55.1,300.0,42.0,4777052.67,48,6.928203230275509,0.00041254479978685186,5.955799417298964e-05,0.014956411112021093,0.002180203877955779,0.002164323550429061,50000,123503
164,LF,4.0,220.0,7.8,21,-6.0,29.1,300.0,42.0,3973182.17,54,7.3484692283495345,0.00046381392472471785,6.313171621432228e-05,0.016819697826481267,0.0023144190057524903,0.0022723259513761857,50000,123549
165,LF,4.0,185.0,13.4,7,-35.0,40.9,300.0,42.0,4465044.27,53,7.280109889280518,0.00045439347045156425,6.242992239841281e-05,0.016475284440245257,0.00228784804620032,0.0022666728962183816,50000,123796
166,LF,4.0,201.0,7.8,4,-9.0,69.0,300.0,42.0,2782500.2,56,7.483314773547883,0.00047498685304246045,6.348786069843524e-05,0.017219924689865506,0.0023277331330203792,0.002317751304440141,50000,125147
167,LF,4.0,118.0,14.8,7,11.0,65.7,300.0,42.0,3681932.91,44,6.6332495807108,0.0003740860397891515,5.640613983789634e-05,0.013551923299803216,0.0020616253467195,0.0020209344188605745,50000,124944
168,LF,4.0,157.0,5.7,9,41.0,60.1,300.0,42.0,1872985.92,52,7.211102550927978,0.000437504206771219,6.068418777581169e-05,0.01586405405395013,0.002223589942893177,0.00219157396366426,50000,126140
169,LF,4.0,223.0,10.4,6,-45.0,75.8,300.0,42.0,4978688.4,54,7.3484692283495345,0.0004642086531931538,6.318545687550887e-05,0.016829369173163914,0.002315750084098002,0.0023026702365116615,50000,123478
170,LF,4.0,202.0,7.3,36,30.0,43.7,300.0,42.0,5454591.35,41,6.4031242374328485,0.00035566505027021867,5.5555425800074974e-05,0.0128881801502407,0.0020298792767847016,0.002009125293701637,50000,122421
171,LF,4.0,200.0,11.7,8,-4.0,44.6,300.0,42.0,4547004.05,40,6.324555320336759,0.0003424247093670279,5.415136943913728e-05,0.01241312007461965,0.001978936313163072,0.0019424807869235776,50000,124006
172,LF,4.0,144.0,11.8,8,39.0,37.3,300.0,42.0,2856022.18,54,7.3484692283495345,0.00045619281749752894,6.20941378941712e-05,0.016532270831952505,0.0022748602538105174,0.002220238391947764,50000,125697
173,LF,4.0,161.0,11.9,5,-36.0,101.3,300.0,42.0,4043407.2,49,7.0,0.00041797104910733327,5.9722627125822e-05,0.015163762350161425,0.0021882007970594735,0.0021718740057201646,50000,124352
174,LF,4.0,150.0,9.9,30,-44.0,72.1,300.0,42.0,8014530.59,37,6.082762530298219,0.0003258677329293748,5.3581053324188355e-05,0.011804556209015894,0.001955531993952158,0.0019231501243927452,50000,120619
175,LF,4.0,105.0,4.1,6,-7.0,100.3,300.0,42.0,1046843.0,64,8.0,0.0005357262438893725,6.698371574742015e-05,0.01942244206707297,0.002459873664676835,0.002412618411343862,50000,126806
176,LF,4.0,102.0,8.7,12,42.0,81.4,300.0,42.0,3219323.91,48,6.928203230275509,0.00040622884224779957,5.864599107464405e-05,0.014724285704009098,0.0021463604889321087,0.002099309444598389,50000,125450
177,LF,4.0,125.0,14.3,7,43.0,92.3,300.0,42.0,4515253.69,50,7.0710678118654755,0.00042696360562225676,6.039466120501103e-05,0.015473475753651834,0.002210902340880696,0.0022010343589613213,50000,124350
178,LF,4.0,172.0,11.8,11,-28.0,74.3,300.0,42.0,5397925.7,41,6.4031242374328485,0.0003541076487252125,5.53121142361809e-05,0.012838366604060479,0.0020220323916503315,0.0019772465729802845,50000,122896
179,LF,4.0,151.0,9.7,7,32.0,116.2,300.0,42.0,3940916.54,50,7.0710678118654755,0.000429000429000429,6.068283479014694e-05,0.015548373022978445,0.002221606032926741,0.0022345242946919495,50000,123751
180,LF,4.0,190.0,4.6,5,-35.0,65.8,300.0,42.0,1548539.17,77,8.774964387392123,0.0006474070088114617,7.380275454468254e-05,0.02349435572975827,0.002719927777690195,0.0026500479017531595,50000,126122
181,LF,4.0,95.0,10.7,8,-1.0,57.1,300.0,42.0,2217455.43,51,7.14142842854285,0.0004291628799353731,6.0107717208249305e-05,0.015540742146252515,0.0021990768888141485,0.0021806849134396148,50000,126288
182,LF,4.0,243.0,14.0,9,13.0,10.9,300.0,42.0,6221993.49,50,7.0710678118654755,0.0004323613849399882,6.115835041167107e-05,0.01568769127259731,0.0022415162875794414,0.002201589508207302,50000,122652
183,LF,4.0,207.0,7.7,180,-13.0,104.1,300.0,42.0,45514933.12,55,7.416198487095663,0.0004974224473184408,6.708910870562006e-05,0.018027676682962956,0.002458511869843159,0.0024755856924780022,50000,117405
184,LF,4.0,105.0,4.1,4,8.0,22.2,300.0,42.0,415853.0,70,8.366600265340756,0.0005789717461787865,6.922038913067882e-05,0.020967817064833177,0.0025423089795908963,0.002456629875071379,50000,128472
185,LF,4.0,176.0,14.6,8,-30.0,103.2,300.0,42.0,6948692.14,38,6.164414002968976,0.0003300616694171806,5.355190860268197e-05,0.011957938503349579,0.001955098516769107,0.0019640615621012046,50000,122290
186,LF,4.0,203.0,12.3,4,35.0,55.3,300.0,42.0,4398619.45,54,7.3484692283495345,0.0004599737644593605,6.260889525866171e-05,0.01669779147426645,0.002297640925128595,0.002252408276455832,50000,124451
187,LF,4.0,160.0,8.4,11,2.0,119.4,300.0,42.0,4806497.54,57,7.54983443527075,0.0004896486556137788,6.487142506831214e-05,0.017763327119584806,0.0023805226462875534,0.0023278639736395803,50000,123485
188,LF,4.0,117.0,13.5,20,-24.0,92.0,300.0,42.0,8896556.92,26,5.0990195135927845,0.0002272111578156269,4.456483608249227e-05,0.008224047880443484,0.001621563974169535,0.001633441104338455,50000,121661
189,LF,4.0,102.0,8.7,12,-41.0,100.3,300.0,42.0,3811271.91,43,6.557438524302,0.00036539458366261336,5.573233097223556e-05,0.013249757549274,0.0020385446886758726,0.0020153069005276777,50000,124889
190,LF,4.0,182.0,1.5,4,25.0,82.1,300.0,42.0,465133.48,75,8.660254037844387,0.0006222672098368001,7.187558069858972e-05,0.02258258661525991,0.0026479248427618354,0.0025797584316215104,50000,127806
191,LF,4.0,216.0,6.4,4,31.0,77.3,300.0,42.0,2582639.38,56,7.483314773547883,0.00047532551309691545,6.353313755133575e-05,0.017237003712617664,0.0023300423247805077,0.002323800323901879,50000,125023
192,LF,4.0,155.0,8.6,19,-13.0,82.8,300.0,42.0,5505111.15,34,5.830951894845301,0.00029437739181630853,5.0492736514030865e-05,0.010678077259632516,0.0018441735334101686,0.0018269447090173698,50000,122532
193,LF,4.0,251.0,3.4,45,0.0,84.1,300.0,42.0,5242778.69,54,7.3484692283495345,0.00046448016927721727,6.32224226884764e-05,0.016916776675056446,0.00232778009194549,0.0022899497674756745,50000,122840
194,LF,4.0,147.0,4.3,6,36.0,108.8,300.0,42.0,1460592.74,54,7.3484692283495345,0.00045398752375027323,6.17938988763593e-05,0.016456206518664643,0.0022643915244856903,0.0022299086998856686,50000,126278
195,LF,4.0,249.0,8.3,7,15.0,73.8,300.0,42.0,4738864.57,55,7.416198487095663,0.00047255730831357185,6.373466826071212e-05,0.0171751022937303,0.0023422172648597563,0.002330631336915199,50000,123233
196,LF,4.0,253.0,8.2,6,-19.0,48.0,300.0,42.0,4223599.27,60,7.745966692414834,0.0005150435641014635,6.650895910365975e-05,0.018695362514249955,0.0024434759274536253,0.002398272478601636,50000,123504
197,LF,4.0,199.0,12.6,5,-5.0,114.1,300.0,42.0,5701208.4,42,6.48074069840786,0.0003628509719222462,5.599927743672002e-05,0.013153638109736226,0.0020472942554763418,0.002029935208458751,50000,122876
198,LF,4.0,107.0,9.2,5,45.0,57.7,300.0,42.0,1576772.66,62,7.874007874011811,0.0005185463973570861,6.587253066225663e-05,0.018800664431615453,0.002418245453649955,0.002373711846660853,50000,126906
199,LF,4.0,248.0,2.8,6,-11.0,27.6,300.0,42.0,1245709.86,62,7.874007874011811,0.000519323873821051,6.597132150140479e-05,0.018847744435603338,0.0024243025898991197,0.0023620651437042525,50000,126589
200,LF,4.0,158.0,1.9,26,29.0,5.9,300.0,42.0,392670.24,82,9.055385138137417,0.0006803059717590058,7.515277706486286e-05,0.024655570174434958,0.002768739354161169,0.00274116897714026,50000,127986
201,LF,4.0,223.0,12.5,5,-6.0,31.3,300.0,42.0,4942712.85,42,6.48074069840786,0.0003600329172952956,5.556428502099764e-05,0.013050298640860632,0.002031207332827793,0.0019776067376076492,50000,123849
202,LF,4.0,190.0,5.4,4,42.0,19.1,300.0,42.0,1419224.24,69,8.306623862918075,0.0005768410844612388,6.946353209390998e-05,0.020909973932401866,0.0025530935751289915,0.0024670083878821918,50000,126987
203,LF,4.0,250.0,6.6,21,-34.0,26.8,300.0,42.0,3844812.11,48,6.928203230275509,0.00041148735533647665,5.9405302337598646e-05,0.014965378003288864,0.002181511235577092,0.0021746224323563774,50000,123429
204,LF,4.0,134.0,9.1,4,32.0,71.8,300.0,42.0,1954904.03,54,7.3484692283495345,0.0004539226482183536,6.178506642765897e-05,0.01645386114179336,0.0022640687306535816,0.0022200670766493887,50000,126296
205,LF,4.0,142.0,14.3,4,-3.0,98.4,300.0,42.0,3883540.65,42,6.48074069840786,0.00035713374658809726,5.511677287744859e-05,0.01293468449991956,0.002013209654267265,0.001982227200862904,50000,124956
206,LF,4.0,191.0,1.7,8,31.0,56.2,300.0,42.0,625932.08,64,8.0,0.0005341657416140152,6.678854863587089e-05,0.019354673389055048,0.002451288584534997,0.002425186994716291,50000,127250
207,LF,4.0,169.0,1.7,10,-21.0,30.2,300.0,42.0,465260.3,79,8.888194417315589,0.0006580481791223803,7.406056014431951e-05,0.023859986671484805,0.0027281567028325997,0.00270881945995713,50000,127415
208,LF,4.0,232.0,11.0,5,-40.0,24.1,300.0,42.0,4478823.9,48,6.928203230275509,0.00041060384427849206,5.927772609077445e-05,0.014899829328944772,0.002171954356312951,0.0021586134327401998,50000,123972
209,LF,4.0,255.0,9.8,7,-33.0,114.3,300.0,42.0,6669889.03,53,7.280109889280518,0.00045942338031587524,6.312114928308606e-05,0.016690597407217747,0.0023177539258404708,0.002301197249892439,50000,122199
210,LF,4.0,191.0,11.0,60,23.0,32.8,300.0,42.0,9314570.03,33,5.744562646538029,0.0002916250585459398,5.0772808302367226e-05,0.010570628770303566,0.0018526959046119736,0.0018272525547832518,50000,120137
211,LF,4.0,207.0,14.6,5,-37.0,90.0,300.0,42.0,6475766.0,39,6.244997998398398,0.00033791980036737947,5.411961549503116e-05,0.012232011098764036,0.0019745054282092776,0.0019686240668892034,50000,122696
212,LF,4.0,171.0,14.0,14,38.0,75.8,300.0,42.0,7467628.24,32,5.656854249492381,0.0002801341142071767,4.9528118750050785e-05,0.010144167704982351,0.0018051446775484174,0.0017725719468561208,50000,121394
213,LF,4.0,100.0,13.4,5,-37.0,67.0,300.0,42.0,2429406.58,62,7.874007874011811,0.0005213632808886721,6.623046120327468e-05,0.01889895220726669,0.0024308907974124106,0.002388199972976823,50000,126246
214,LF,4.0,241.0,14.0,4,16.0,40.3,300.0,42.0,6396937.74,49,7.0,0.00042235189670479327,6.034872540737939e-05,0.015332185580206471,0.0022125097904131374,0.0022356699841485023,50000,122986
215,LF,4.0,148.0,5.3,6,15.0,86.6,300.0,42.0,1608764.37,66,8.12403840463596,0.000553236433133833,6.811753215410657e-05,0.020074828738418097,0.0025046946638325094,0.0024292147464873752,50000,126519
216,LF,4.0,244.0,7.3,14,-17.0,102.0,300.0,42.0,6023914.53,54,7.3484692283495345,0.0004719784637975038,6.424328902025261e-05,0.01716763886789156,0.002362306729265552,0.002305941182193032,50000,121045
217,LF,4.0,175.0,14.9,17,1.0,108.1,300.0,42.0,11590624.94,39,6.244997998398398,0.00034629113317113887,5.546056009057515e-05,0.012532933893728204,0.0020230885187667437,0.001999971725533952,50000,119750
218,LF,4.0,115.0,7.5,4,-30.0,57.1,300.0,42.0,1221052.87,65,8.06225774829855,0.0005437283031494416,6.74595281216348e-05,0.019685709856818064,0.0024744632371457628,0.002422860046293004,50000,127065
219,LF,4.0,226.0,14.7,5,-14.0,63.2,300.0,42.0,6744737.83,48,6.928203230275509,0.00041736589946698895,6.0254148680834594e-05,0.01512802117547576,0.002205224387556391,0.002211052680354998,50000,122102
220,LF,4.0,206.0,10.7,19,-27.0,114.8,300.0,42.0,10158702.06,36,6.0,0.0003213941363425347,5.3574296548145116e-05,0.011655683514580054,0.0019571071484876692,0.001974009062705917,50000,118858
221,LF,4.0,237.0,9.0,8,-10.0,17.4,300.0,42.0,3797939.18,52,7.211102550927978,0.000443720080893584,6.154655416370671e-05,0.0161088669438451,0.0022579112458707196,0.002240828302538382,50000,124223
222,LF,4.0,192.0,10.1,360,-26.0,31.7,300.0,42.0,37170353.27,51,7.14142842854285,0.0004536518977771057,6.353837900526545e-05,0.01642529517157463,0.002324270821579692,0.002305304094800499,50000,119487
223,LF,4.0,165.0,4.5,60,-31.0,49.0,300.0,42.0,4781328.68,46,6.782329983125268,0.0003969109970231675,5.8532946548772706e-05,0.014382020190839404,0.0021406935427867647,0.002149457886074685,50000,123084
224,LF,4.0,174.0,10.5,360,-23.0,106.2,300.0,42.0,122676552.59,43,6.557438524302,0.0003977614356412747,6.067011278593599e-05,0.014378119096441686,0.0022121808924994903,0.0021672991332017193,50000,115088
225,LF,0.0,0.0,0.0,360,0.0,0.0,0.0,0.0,0.0,76,8.717797887081348,0.0006256894933561655,7.179395697456813e-05,0.022634857706768312,0.0026370579929313677,0.002554944099247654,50000,129211
226,LF,3.0,95.0,10.0,360,0.0,0.0,300.0,42.0,1635198.98,42,6.48074069840786,0.000355095622178258,5.480217147402143e-05,0.012861707208625698,0.002001849290752093,0.0019404106345777305,50000,125665
227,LF,3.0,200.0,10.0,360,0.0,0.0,300.0,42.0,4702964.2,39,6.244997998398398,0.00034043890431048027,5.4523131759269896e-05,0.0123568933092968,0.0019946672444368474,0.0019868000072038408,50000,121456
228,HF,2.0,0.0,0.0,360,0.0,0.0,0.0,0.0,0.0,780,27.92848008753788,0.0005217447143247018,1.8686330359315096e-05,0.0200780588123211,0.0008251805218393436,0.0007203551223270699,10100000,1494984
229,HF,2.0,95.0,10.0,360,0.0,0.0,300.0,42.0,5620309.26,456,21.354156504062622,0.0003591337316357439,1.6820997556004836e-05,0.01281656377907499,0.0006535237241224481,0.0006028236510118436,9250000,1269722
230,HF,2.0,200.0,10.0,360,0.0,0.0,300.0,42.0,13998936.86,370,19.235384061671343,0.0003112463397009848,1.6183444639136617e-05,0.010455923325201219,0.0005830766734074058,0.0005459218798143638,9200000,1188769
